,Loss,IoU
0,0.8394905018806458,0.21932631349016446
1,0.7757485246658326,0.31956750991521404
2,0.7178227376937866,0.3639705627666626
3,0.6635956990718842,0.3989433259354337
4,0.6135028433799744,0.42261246927344476
5,0.5554107773303986,0.462143439501524
6,0.4999490177631378,0.4814289105683565
7,0.46080406963825227,0.49079606220126154
8,0.42523168325424193,0.5086623872816562
9,0.40602820217609403,0.5138928064331413
10,0.3901827883720398,0.5211541122198105
11,0.3753355348110199,0.5296017052978277
12,0.36136474132537844,0.5389198463410139
13,0.3585842990875244,0.5384990983456374
14,0.3472711706161499,0.5475682242959737
15,0.34206120908260346,0.5505290257185698
16,0.33422813773155213,0.5567908307909966
17,0.3284312146902084,0.5613597788661718
18,0.3185488438606262,0.5699783745408058
19,0.3136336022615433,0.5740314622223377
20,0.32144776105880735,0.5652480049431324
21,0.3089486873149872,0.577208601012826
22,0.30682547003030775,0.5787094468623399
23,0.2967539817094803,0.5882867893576622
24,0.2977701145410538,0.5871972258388997
25,0.30017159432172774,0.5841920767724514
26,0.29248712986707687,0.5914120410382747
27,0.29082465946674346,0.5938370138406753
28,0.2850008496642113,0.5985663418471813
29,0.2830216157436371,0.6005428542941809
30,0.27473902702331543,0.6090206411480904
31,0.27780130207538606,0.6057525367289781
32,0.27336954563856125,0.6101266680657864
33,0.2698628935217857,0.6140876226872206
34,0.27793419927358626,0.6048938559740782
35,0.26804001003503797,0.6152915431559086
36,0.26135947108268737,0.6222259134054184
37,0.2610716405510902,0.6228129224479199
38,0.26460944741964343,0.6193491880595684
39,0.2566040897369385,0.6269246077537537
40,0.2543609657883644,0.6292744147777557
41,0.251582216322422,0.6323253263533115
42,0.2457951644062996,0.6388892143964767
43,0.24974358528852464,0.6345753990113735
44,0.2522915127873421,0.6314253123104572
45,0.24698841273784639,0.6378117614239455
46,0.24440262734889984,0.6403448688983917
47,0.24632205843925475,0.6382277758419513
48,0.24174537032842636,0.6430474317073822
49,0.24769211053848267,0.6363531649112701
50,0.2411486366391182,0.6438306783139706
51,0.2406987702846527,0.643560994118452
52,0.23969697177410126,0.6449621663987637
53,0.24150109380483628,0.6425986582040787
54,0.2311888763308525,0.6538673590123654
55,0.24083014518022539,0.6433966729044914
56,0.2347379207611084,0.6505607928335667
57,0.22993420630693437,0.6556329277157783
58,0.22600390166044235,0.6598848907649517
59,0.22721065372228622,0.6591586656868458
60,0.22353013902902602,0.6630148154497146
61,0.23006964713335037,0.6555578687787056
62,0.2251518315076828,0.660956337749958
63,0.22818299025297165,0.6574114885926247
64,0.22271897047758102,0.6632018101215362
65,0.22165433824062347,0.6651644292473793
66,0.2254657354950905,0.660282865613699
67,0.215295929312706,0.6722051444649696
68,0.21807877480983734,0.6692132933437824
69,0.2227950042486191,0.6634734405577183
70,0.21977991700172425,0.6674160939455033
71,0.21467550307512284,0.6729175794124603
72,0.21187322527170183,0.6763893267512322
73,0.21173980981111526,0.6762635642290116
74,0.21012455254793166,0.6780026014149189
75,0.21493979692459106,0.6722431261837483
76,0.21085478454828263,0.6772410985827446
77,0.20884494334459305,0.6796384064853191
78,0.20624836266040802,0.6830035278201103
79,0.19961524695158006,0.6908718529343605
80,0.20375240266323089,0.6856701032817364
81,0.21528577357530593,0.6721624906361103
82,0.2118058517575264,0.6766479575634002
83,0.20537392526865006,0.6836197246611119
84,0.2099334517121315,0.6785805413126945
85,0.20180727034807205,0.6882290132343769
86,0.20367829591035844,0.6860750609636307
87,0.20247056424617768,0.6869059406220913
88,0.19781929939985277,0.6925444167852401
89,0.20287642389535904,0.6866996756196022
90,0.2007092547416687,0.6888477373123169
91,0.20247739255428315,0.6871072526276112
92,0.20043545663356782,0.6888239663839341
93,0.1972196415066719,0.6932826258242131
94,0.19316043257713317,0.6983942037820816
95,0.20177614450454712,0.6879150296747685
96,0.198330882191658,0.6923613145947456
97,0.18917836308479308,0.7034018959105015
98,0.1962279996275902,0.6947473074495792
99,0.1896490830183029,0.7025182686746121
100,0.18610421001911162,0.7070188982784749
101,0.18441670775413513,0.7093490715324878
102,0.18534457683563232,0.7085551804304123
103,0.17990483343601227,0.7148203857243061
104,0.17927430331707,0.7157824482023716
105,0.1817181807756424,0.7127296507358551
106,0.1801598671078682,0.7145545774698258
107,0.17812844693660737,0.7171007518470287
108,0.17860263496637344,0.7164324387907982
109,0.17852129131555558,0.7170293724536896
110,0.1754475411772728,0.7208786909282208
111,0.18144744217395783,0.7128674003481865
112,0.17579148471355438,0.7205301070213318
113,0.17878033667802812,0.71650705114007
114,0.17963507533073425,0.7152348099648953
115,0.17902292042970658,0.7160061973333359
116,0.1755831527709961,0.7205161994695664
117,0.17722159922122954,0.7186626043915748
118,0.17785364955663682,0.7173270131647587
119,0.17574371367692948,0.7203192953765393
120,0.1771650320291519,0.7185992510616779
121,0.1724475073814392,0.7246556921303272
122,0.1721033763885498,0.7247989678382873
123,0.17397092014551163,0.7226944476366043
124,0.17649860799312592,0.7196209339797497
125,0.1755605524778366,0.7201965519785881
126,0.17456336826086044,0.7218197287619114
127,0.17522755444049834,0.7208294260501862
128,0.17127691447734833,0.725909029096365
129,0.17225929528474807,0.7247173161804676
130,0.1702362084388733,0.7271487966179848
131,0.17212186336517335,0.7248806035518647
132,0.17179311841726302,0.7252351945638656
133,0.16905365079641343,0.7289834380149841
134,0.16948799669742584,0.7285314579308033
135,0.17380299061536789,0.7225385265052319
136,0.17493392586708068,0.721185846477747
137,0.1721689906716347,0.7249211682379246
138,0.17213743627071382,0.7250398021936416
139,0.16657001793384552,0.7319398318231106
140,0.1667947992682457,0.7318735989928246
141,0.17017543852329253,0.7272194948792458
142,0.16840589702129363,0.729405976831913
143,0.1732468843460083,0.7234763120114803
144,0.17213573694229126,0.7246606765687466
145,0.17597055673599243,0.7202328997850418
146,0.17336766451597213,0.7234865605831147
147,0.167387974858284,0.7310215570032597
148,0.16552146553993224,0.7332873855531216
149,0.16738767981529235,0.7307938854396343
150,0.16600152492523193,0.7324346616864205
151,0.16925235837697983,0.7283661232888698
152,0.1630498242378235,0.7366367055475712
153,0.16488434582948686,0.7342795360088349
154,0.16754161983728408,0.7309681296348571
155,0.1692861109972,0.7284839127957821
156,0.16498421996831894,0.733964538872242
157,0.16447809845209121,0.734944289624691
158,0.16188205778598785,0.7381108908355236
159,0.16637509912252427,0.7323251070082187
160,0.16377726346254348,0.7357909108698368
161,0.1631280791759491,0.7363506039977074
162,0.16861190497875214,0.7295505334436894
163,0.16663334190845489,0.731683263629675
164,0.16471316874027253,0.734315360635519
165,0.16414269030094147,0.7352741177380085
166,0.16223061919212342,0.7380505345761776
167,0.1611480811238289,0.7389845672249794
168,0.16195912420749664,0.7378111557662487
169,0.16197072029113768,0.7379524862766266
170,0.1592753866314888,0.7414083051681518
171,0.16131627291440964,0.7386390295624733
172,0.166158204972744,0.7327662105858326
173,0.16860423266887664,0.7295054942369461
174,0.1609291172027588,0.7394334964454174
175,0.16282858580350876,0.736609373241663
176,0.16098248720169067,0.7390146259963513
177,0.16114769339561463,0.7388725319504738
178,0.16170503169298173,0.7383088542521
179,0.15789594769477844,0.7432349567115307
180,0.15844482213258743,0.7427312380075455
181,0.15613370656967163,0.7453938813507557
182,0.15829367607831954,0.7424747881293297
183,0.1597300624847412,0.7409250041842461
184,0.1584188884496689,0.7428950586915016
185,0.15596531987190246,0.7456709969043732
186,0.15557859122753143,0.746093959659338
187,0.1569336912035942,0.7445009583234787
188,0.15630610048770904,0.7453197617828846
189,0.1566670635342598,0.7447744888067246
190,0.15748436689376832,0.7439354971051216
191,0.1556001654267311,0.7460195827484131
192,0.16098164796829223,0.739159841388464
193,0.15904949814081193,0.7417912137508392
194,0.1604813614487648,0.7406176115572453
195,0.15712184220552444,0.7438094291090965
196,0.15820042550563812,0.7427327232062817
197,0.15332173496484758,0.7491463655233384
198,0.1558043822646141,0.7457279281318188
199,0.15534489542245866,0.7470570424199104
